grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.01, 'random_strength': 3}",1.0,1.0,1.0,0.673469387755102,0.7777777777777777,0.7601438109912686,1.0,0.7371303255080495
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.01, 'random_strength': 4}",1.0,1.0,1.0,0.6736986929603301,0.7711111111111111,0.7329224447868515,1.0,0.7259107496194309
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.01, 'random_strength': 5}",1.0,1.0,1.0,0.6741573033707865,0.7807407407407407,0.7483307652799179,1.0,0.7344096031304818
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.01, 'random_strength': 6}",1.0,1.0,1.0,0.6798899335014904,0.7718518518518519,0.7565485362095532,1.0,0.7360967738542986
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.1, 'random_strength': 1}",1.0,1.0,1.0,0.6289841779408392,0.7414814814814815,0.7334360554699538,1.0,0.7013005716307582
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.1, 'random_strength': 3}",1.0,1.0,1.0,0.6702591148819078,0.7696296296296297,0.714432460195172,1.0,0.7181070682355699
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.1, 'random_strength': 4}",1.0,1.0,1.0,0.6546663609263931,0.7451851851851852,0.7072419106317411,1.0,0.7023644855811065
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.1, 'random_strength': 5}",1.0,1.0,1.0,0.6636092639302912,0.7540740740740741,0.7426810477657935,1.0,0.7201214619233863
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.1, 'random_strength': 6}",1.0,1.0,1.0,0.6698005044714515,0.7451851851851853,0.7031330251669234,1.0,0.7060395716078535
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': None, 'random_strength': 1}",1.0,1.0,1.0,0.6631506535198348,0.7696296296296296,0.7406266050333846,1.0,0.7244689627276163
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': None, 'random_strength': 3}",1.0,1.0,1.0,0.7078651685393259,0.7977777777777777,0.7231638418079095,1.0,0.7429355960416709
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': None, 'random_strength': 4}",1.0,1.0,1.0,0.7007567071772529,0.8081481481481482,0.7216230097586029,1.0,0.7435092883613347
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': None, 'random_strength': 5}",1.0,1.0,1.0,0.6984636551249713,0.8081481481481482,0.7221366204417052,1.0,0.7429161412382749
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': None, 'random_strength': 6}",1.0,1.0,1.0,0.7048842008713597,0.8081481481481483,0.7277863379558296,1.0,0.7469395623251126
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.05, 'random_strength': 1}",1.0,1.0,1.0,0.6519146984636551,0.7511111111111112,0.7277863379558295,1.0,0.710270715843532
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.05, 'random_strength': 3}",1.0,1.0,1.0,0.6567301077734464,0.745925925925926,0.7175141242937854,1.0,0.7067233859977192
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.05, 'random_strength': 4}",1.0,1.0,1.0,0.6631506535198348,0.7570370370370371,0.7272727272727273,1.0,0.715820139276533
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.05, 'random_strength': 5}",1.0,1.0,1.0,0.6764503554230681,0.7348148148148148,0.7411402157164869,1.0,0.7174684619847899
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.05, 'random_strength': 6}",1.0,1.0,1.0,0.651685393258427,0.7414814814814815,0.7226502311248073,1.0,0.7052723686215719
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.01, 'random_strength': 1}",1.0,1.0,1.0,0.6569594129786746,0.7651851851851852,0.7411402157164869,1.0,0.7210949379601156
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.01, 'random_strength': 3}",1.0,1.0,1.0,0.6718642513185049,0.7896296296296297,0.7324088341037494,1.0,0.7313009050172946
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.01, 'random_strength': 4}",1.0,1.0,1.0,0.6872277000687916,0.7933333333333333,0.7385721623009759,1.0,0.739711065234367
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.01, 'random_strength': 5}",1.0,1.0,1.0,0.6837881219903691,0.7940740740740742,0.7247046738572163,1.0,0.7341889566405532
"{'depth': 5, 'l2_leaf_reg': None, 'learning_rate': 0.01, 'random_strength': 6}",1.0,1.0,1.0,0.6714056409080487,0.7837037037037037,0.7365177195685669,1.0,0.7305423547267731
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'random_strength': 1}",1.0,1.0,1.0,0.6574180233891309,0.7725925925925926,0.7149460708782742,1.0,0.714985562286666
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'random_strength': 3}",1.0,1.0,1.0,0.666360926393029,0.7503703703703704,0.7298407806882383,1.0,0.7155240258172126
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'random_strength': 4}",1.0,1.0,1.0,0.6739279981655584,0.7555555555555555,0.7226502311248074,1.0,0.7173779282819738
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'random_strength': 5}",1.0,1.0,1.0,0.666131621187801,0.7688888888888888,0.7257318952234206,1.0,0.7202508017667034
"{'depth': 5, 'l2_leaf_reg': 2, 'learning_rate': 0.1, 'random_strength': 6}",1.0,1.0,1.0,0.6753038293969273,0.7696296296296297,0.7452491011813046,1.0,0.7300608534026205
